update, mean_fitness, min_fitness, max_fitness, inferiority, num_genotypes, total_orgs, ave_depth, num_roots, mrca_depth, diversity, phylogenetic_diversity, mean_pairwise_distance, mean_evolutionary_distinctiveness, min_evolutionary_distinctiveness, max_evolutionary_distinctiveness, phenotypic_richness, phenotypic_entropy, niche_width_mean, niche_width_min, niche_width_max, always_used_mean, always_used_min, always_used_max, sometimes_used_mean, sometimes_used_min, sometimes_used_max, failed_to_reproduce, num_orgs,seed,selection,sel_param
650,-16887.9,-2241610.0,83.3333,-202.655,445,500,437.24199999999996,1,307,8.70924,65121,55.1661,86.743,64,187,271,7.59876, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
660,-11686.8,-1766610.0,83.4167,-140.102,435,500,444.856,1,412,8.67646,16428,49.2511,19.218,14,34,255,7.592410000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
670,-33535.8,-4041620.0,84.75,-395.702,442,500,451.19199999999995,1,412,8.709439999999999,19596,50.5373,27.3715,21,44,251,7.508380000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
680,-29864.3,-4066630.0,82.3333,-362.724,449,500,457.44,1,412,8.73377,22720,53.4055,32.1627,25,44,254,7.5425, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
690,-29630.7,-2391690.0,81.9167,-361.718,439,500,463.866,1,412,8.68524,25933,56.9802,37.3822,31,75,228,7.32425, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
700,-15670.7,-1483270.0,82.1667,-190.71900000000002,427,500,470.962,1,426,8.62622,22481,64.2946,28.7118,21,54,245,7.4583699999999995, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
710,-12364.5,-1224950.0,83.75,-147.636,445,500,477.4,1,426,8.708260000000001,25700,73.0181,32.9134,26,61,244,7.48332, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
720,-29697.5,-3424970.0,87.4167,-339.723,443,500,484.82599999999996,1,426,8.71699,29413,84.4209,37.149,29,65,250,7.433510000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
730,-21072.8,-2242330.0,85.5833,-246.226,445,500,491.85400000000004,1,426,8.71279,32927,90.9294,43.9518,37,60,236,7.502489999999999, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
740,-36850.3,-2241610.0,83.8333,-439.566,436,500,496.342,1,426,8.66655,35171,90.2191,48.5858,23,93,258,7.60665, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
750,-27692.2,-2399950.0,83.6667,-330.98199999999997,442,500,497.884,1,426,8.69699,35942,91.1949,51.6429,45,67,278,7.72652, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
760,-42982.2,-3608300.0,81.6667,-526.313,457,500,504.724,1,426,8.77699,39362,96.2996,58.8186,55,100,264,7.680810000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
770,-44344.7,-2616630.0,82.9167,-534.811,443,500,512.864,1,426,8.70952,43432,109.09,63.5071,56,86,267,7.59885, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
780,-22126.1,-2399960.0,83.0833,-266.312,443,500,518.884,1,426,8.705969999999999,46442,107.34100000000001,68.1809,59,93,277,7.68847, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
790,-41205.5,-3758290.0,82.75,-497.95099999999996,436,500,528.36,1,426,8.67651,51180,124.492,72.6019,31,153,235,7.4248, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
800,-27396.8,-2991780.0,84.1667,-325.506,452,500,534.17,1,438,8.76099,48085,130.68200000000002,77.7822,70,163,248,7.52412, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
810,-34459.0,-2541610.0,83.5,-412.68300000000005,432,500,540.1419999999999,1,438,8.656460000000001,51071,124.10799999999999,75.074,70,99,252,7.5432, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
820,-31898.1,-2599950.0,85.5,-373.077,443,500,546.388,1,438,8.697569999999999,54194,110.32,74.3268,65,93,253,7.49815, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
830,-34349.8,-3741620.0,83.1667,-413.023,447,500,553.14,1,438,8.728010000000001,57570,81.2847,84.9601,80,97,280,7.707789999999999, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
840,-18235.4,-2241630.0,81.9167,-222.609,448,500,557.886,1,438,8.72879,59943,56.2784,89.0266,80,108,278,7.68957, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
850,-35719.8,-3408300.0,83.1667,-429.496,448,500,566.1759999999999,1,438,8.74205,64088,43.7623,91.5927,87,110,289,7.82017, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
860,-26050.8,-3383290.0,82.6667,-315.131,447,500,573.306,1,536,8.71953,18653,44.6763,21.9243,15,49,289,7.8128899999999994, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
870,-29051.0,-3524950.0,83.0833,-349.661,433,500,580.118,1,536,8.661769999999999,22059,55.2985,26.668000000000003,9,61,283,7.723380000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
880,-29272.3,-1849960.0,84.9167,-344.718,448,500,587.698,1,536,8.721039999999999,25849,67.8698,32.3233,23,46,297,7.8040899999999995, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
890,-29261.8,-2191640.0,84.1667,-347.665,436,500,594.5219999999999,1,548,8.66544,23261,74.6712,30.1396,21,41,247,7.46513, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
900,-23693.7,-1749980.0,83.0833,-285.18,444,500,602.404,1,548,8.708789999999999,27202,81.9344,34.9708,22,65,279,7.7679100000000005, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
910,-32758.0,-3741620.0,83.4167,-392.704,454,500,608.974,1,548,8.756789999999999,30487,91.0765,40.4257,35,68,270,7.68422, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
920,-18516.6,-2074940.0,82.3333,-224.898,449,500,615.512,1,548,8.729569999999999,33756,105.236,44.8946,38,66,276,7.770169999999999, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
930,-29836.9,-3466630.0,85.0,-351.022,448,500,621.928,1,548,8.7343,36964,112.913,49.6178,44,70,290,7.80225, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
940,-34800.4,-3641620.0,84.75,-410.624,434,500,629.65,1,548,8.66124,40825,114.9,52.2837,41,109,274,7.645810000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
950,-31578.1,-2583290.0,84.3333,-374.44300000000004,446,500,638.154,1,548,8.728010000000001,45077,117.021,54.8928,41,71,287,7.812360000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
960,-37735.4,-3941630.0,82.6667,-456.476,457,500,649.612,1,548,8.78001,50806,113.29299999999999,64.1286,49,82,288,7.77263, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
970,-32163.1,-4041720.0,85.1667,-377.648,438,500,656.182,1,548,8.68695,54091,110.87899999999999,70.0915,64,85,270,7.650360000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
980,-47184.9,-3808290.0,85.3333,-552.948,452,500,664.074,1,548,8.7465,58037,112.527,76.673,73,102,286,7.832380000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
990,-53330.3,-3116620.0,85.1667,-626.187,441,500,672.966,1,548,8.712010000000001,62483,89.1848,81.3264,76,96,269,7.6928399999999995, -nan,0,0, -nan,0,0, -nan,0,0,500,500,101,sharing,1
0,-4.58333,-4.58333,-4.58333,1.0,328,500,0.654,1,0,6.394,327,1.9939,0.0,0,0,9,0.381886,51.0,51,51, -nan,0,0, -nan,0,0,1,500,58,resource,-1
10,-81784.7,-4091630.0,81.8333,-999.405,438,500,7.374,1,0,8.678460000000001,3687,12.3378,3.74548,1,10,16,1.69229,95.23200000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
20,-49028.6,-4091630.0,81.8333,-599.128,456,500,13.645999999999999,1,1,8.776539999999999,6323,22.7914,6.9426,3,15,13,0.580983,96.042,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
30,-65410.6,-4091630.0,81.8333,-799.315,466,500,19.754,1,1,8.82507,9377,34.1928,11.3146,6,25,7,0.386909,95.214,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
40,-122687.0,-4091630.0,81.8333,-1499.23,465,500,26.854,1,1,8.8145,12927,46.9553,16.6171,10,35,13,0.5347689999999999,94.042,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
50,-138158.0,-32289200.0,81.8333,-1688.28,465,500,33.278,1,1,8.82054,16139,57.2973,21.7189,15,44,13,0.564299,95.056,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
60,-98131.1,-4091630.0,81.8333,-1199.16,453,500,40.542,1,1,8.76401,19771,70.0797,25.7386,15,47,15,0.6252300000000001,94.944,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
70,-130873.0,-4091630.0,81.8333,-1599.26,455,500,48.738,1,1,8.76879,23869,79.5367,29.3928,22,55,10,0.525279,94.48200000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
80,-66064.1,-4091630.0,81.8333,-807.301,456,500,54.70399999999999,1,1,8.775030000000001,26852,90.8211,35.9127,28,49,12,0.502422,94.64200000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
90,-122680.0,-4091630.0,81.8333,-1499.15,449,500,61.398,1,1,8.74703,30199,98.7998,40.3235,33,70,13,0.526875,94.62799999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
100,-89959.6,-4091630.0,81.8333,-1099.3,453,500,67.76,1,1,8.761519999999999,33380,111.15100000000001,45.1462,39,87,12,0.555739,93.984,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
110,-98126.4,-4091630.0,81.8333,-1199.1,471,500,74.85,1,1,8.84454,36925,119.65299999999999,49.3885,37,62,9,0.375706,94.93,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
120,-114489.0,-4091630.0,81.8333,-1399.05,458,500,81.49,1,1,8.78801,40245,133.71200000000002,57.0901,50,74,10,0.346198,96.014,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
130,-114502.0,-4091630.0,81.8333,-1399.21,468,500,86.228,1,1,8.82054,42614,142.075,61.2409,51,89,8,0.474117,94.354,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
140,-73577.1,-4091630.0,81.8333,-899.1089999999999,455,500,93.088,1,1,8.776010000000001,46044,153.149,64.9302,49,100,11,0.49503400000000003,95.33,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
150,-106315.0,-4091630.0,81.8333,-1299.17,463,500,99.0,1,1,8.808539999999999,49000,164.387,70.5266,47,115,9,0.356749,94.574,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
160,-73575.1,-4091630.0,81.8333,-899.085,454,500,102.86399999999999,1,1,8.7625,50932,154.156,72.7469,59,99,12,0.476157,95.83200000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
170,-106307.0,-4091630.0,81.8333,-1299.06,446,500,110.382,1,1,8.72552,54691,166.299,79.7121,62,96,16,0.518196,95.978,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
180,-57210.6,-4091630.0,81.8333,-699.112,444,500,116.18799999999999,1,1,8.71279,57594,170.835,87.1567,80,99,10,0.359533,96.00399999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
190,-65433.2,-4091630.0,81.8333,-799.591,438,500,122.148,1,1,8.67944,60574,160.597,91.4394,83,111,10,0.470933,95.334,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
200,-81758.1,-4091630.0,81.8333,-999.08,451,500,129.144,1,1,8.759030000000001,64072,180.827,95.7163,88,121,12,0.5734239999999999,95.836,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
210,-122674.0,-4091630.0,81.8333,-1499.08,452,500,136.278,1,1,8.75581,67639,157.575,102.257,97,118,7,0.362286,95.50200000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
220,-73578.7,-4091630.0,81.8333,-899.1289999999999,446,500,142.536,1,1,8.7265,70768,136.233,106.664,97,203,7,0.320382,96.02600000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
230,-89943.1,-4091630.0,81.8333,-1099.1,456,500,150.752,1,6,8.77903,72376,138.471,109.194,103,124,8,0.49481800000000004,96.41799999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
240,-89939.1,-4091630.0,81.8333,-1099.05,451,500,157.35399999999998,1,6,8.75503,75677,158.467,114.531,103,162,10,0.47126899999999994,96.52,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
250,-40839.7,-4091630.0,81.8333,-499.059,467,500,162.012,1,6,8.824539999999999,78006,137.059,117.814,104,172,10,0.378683,97.42200000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
260,-38971400000000.0,-1.94857e+16,81.8333,-476229000000.0,462,500,169.5,1,6,8.80605,81750,178.924,124.074,114,182,12,0.498663,94.60799999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
270,-65394.5,-4091630.0,81.8333,-799.118,451,500,175.29,1,6,8.75654,84645,132.319,129.216,121,147,7,0.343495,96.706,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
280,-65390.5,-4091630.0,81.8333,-799.069,457,500,182.47,1,6,8.7745,88235,170.292,134.595,123,160,10,0.293658,97.102,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
290,-89942.7,-4091630.0,81.8333,-1099.1,458,500,187.642,1,6,8.78703,90821,164.27200000000002,138.097,127,154,10,0.352923,95.61200000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
300,-89937.3,-4091630.0,81.8333,-1099.03,467,500,195.226,1,6,8.82756,94613,163.856,143.89,99,293,11,0.451186,97.204,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
310,-126359.0,-4091630.0,81.8333,-1544.1,460,500,200.82,1,80,8.791030000000001,60410,167.345,89.4988,65,120,6,0.330975,95.02600000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
320,-89938.7,-4091630.0,81.8333,-1099.05,455,500,206.998,1,80,8.76401,63499,176.477,94.5738,88,108,14,0.39337300000000003,96.506,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
330,-57212.2,-4091630.0,81.8333,-699.13,468,500,213.74599999999998,1,80,8.83005,66873,176.422,99.3526,91,134,8,0.443775,96.72,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
340,-127141.0,-4091630.0,81.8333,-1553.66,472,500,220.352,1,80,8.84854,70176,192.979,104.324,97,133,8,0.299541,94.40799999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
350,-79170.3,-10977200.0,81.8333,-967.4580000000001,461,500,226.422,1,80,8.7985,73211,213.33700000000002,109.37,88,125,11,0.47634499999999996,96.804,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
360,-81756.1,-4091630.0,81.8333,-999.056,457,500,232.608,1,80,8.78152,76304,220.56599999999997,114.95700000000001,101,138,10,0.387758,96.814,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
370,-65389.9,-4091630.0,81.8333,-799.062,466,500,239.012,1,80,8.824539999999999,79506,232.918,120.26299999999999,112,140,9,0.361109,96.62200000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
380,-94343.8,-4091630.0,81.8333,-1152.88,466,500,245.94400000000002,1,80,8.82152,82972,234.888,124.54899999999999,98,187,11,0.373109,95.31,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
390,-81759.7,-4091630.0,81.8333,-999.1010000000001,469,500,252.248,1,80,8.83005,86124,245.793,130.364,123,147,11,0.360237,96.604,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
400,-81765.2,-4091630.0,81.8333,-999.1669999999999,465,500,257.81,1,80,8.81601,88905,252.95,133.918,120,149,9,0.332382,96.416,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
410,-89943.3,-4091630.0,81.8333,-1099.1,467,500,263.144,1,80,8.82434,91572,261.478,138.22299999999998,125,161,8,0.399726,96.404,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
420,-62439.5,-4091630.0,81.8333,-763.008,479,500,270.64599999999996,1,80,8.879560000000001,95323,274.17900000000003,141.499,128,165,11,0.454629,95.91,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
430,-86164.1,-4091630.0,81.8333,-1052.92,452,500,277.47,1,80,8.76303,98735,289.002,147.995,137,177,12,0.355602,96.12,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
440,-86147.6,-4091630.0,81.8333,-1052.72,456,500,284.082,1,80,8.7785,102041,298.14599999999996,154.601,147,198,8,0.325964,96.60799999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
450,-86166.0,-4091630.0,81.8333,-1052.95,462,500,290.062,1,80,8.80303,105031,304.515,158.688,135,211,8,0.32564,96.102,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
460,-49023.4,-4091630.0,81.8333,-599.064,472,500,296.718,1,80,8.84854,108359,308.664,162.09799999999998,136,202,12,0.43039399999999994,97.6,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
470,-65388.9,-4091630.0,81.8333,-799.05,474,500,304.1,1,80,8.86107,112050,319.452,168.185,152,207,7,0.27889200000000003,97.204,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
480,-53421.2,-4091630.0,81.8333,-652.805,461,500,310.23,1,80,8.79503,115115,337.101,173.61,142,204,6,0.339958,96.902,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
490,-65401.2,-4091630.0,81.8333,-799.2,465,500,317.18,1,80,8.81903,118590,351.349,180.38299999999998,173,209,9,0.33114899999999997,96.70200000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
500,-81764.9,-4091630.0,81.8333,-999.164,455,500,322.06,1,80,8.76748,121030,348.306,184.80599999999998,168,206,8,0.342975,96.506,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
510,-81759.4,-4091630.0,81.8333,-999.097,463,500,327.962,1,80,8.808539999999999,123981,344.496,187.26,115,307,10,0.466847,95.11,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
520,-42027.0,-4091630.0,81.8333,-513.568,457,500,332.964,1,80,8.77201,126482,348.455,190.487,155,317,10,0.344382,96.77799999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
530,-65389.8,-4091630.0,81.8333,-799.061,465,500,337.32599999999996,1,80,8.81903,128663,339.593,198.46099999999998,189,218,13,0.551901,96.60799999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
540,-106315.0,-4091630.0,81.8333,-1299.17,446,500,341.418,1,80,8.73601,130709,306.719,204.00900000000001,118,223,8,0.275167,95.506,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
550,-114491.0,-4091630.0,81.8333,-1399.07,456,500,347.01199999999994,1,80,8.77181,133506,282.742,207.733,188,316,12,0.45327799999999996,95.604,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
560,-73581.3,-4091630.0,81.8333,-899.16,457,500,352.592,1,80,8.780339999999999,136296,294.843,210.41,186,257,10,0.423833,95.50399999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
570,-106309.0,-4091630.0,81.8333,-1299.1,444,500,361.514,1,80,8.712060000000001,140757,361.73,217.56599999999997,207,261,7,0.276148,95.414,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
580,-73574.9,-4091630.0,81.8333,-899.0830000000001,453,500,368.098,1,80,8.76454,144049,364.721,224.408,215,240,8,0.299541,96.10600000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
590,-53420.7,-4091630.0,81.8333,-652.798,452,500,373.848,1,80,8.75495,146924,381.616,227.222,214,262,8,0.341018,97.102,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
600,-32657.3,-4091630.0,81.8333,-399.07099999999997,450,500,381.13199999999995,1,80,8.74952,150566,388.999,233.605,221,250,15,0.420325,97.204,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
610,-89956.0,-4091630.0,81.8333,-1099.26,458,500,388.44800000000004,1,80,8.7783,154224,394.404,238.53400000000002,228,261,9,0.414394,95.804,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
620,-73577.9,-4091630.0,81.8333,-899.1189999999999,464,500,395.074,1,80,8.81503,157537,411.958,244.73,240,271,7,0.326871,96.70200000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
630,-89937.2,-4091630.0,81.8333,-1099.03,454,500,401.082,1,80,8.77352,160541,419.024,249.115,227,263,7,0.297901,96.80799999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
640,-106310.0,-4091630.0,81.8333,-1299.1,442,500,408.55,1,80,8.7065,164275,426.99199999999996,254.851,247,291,9,0.362089,95.506,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
650,-106308.0,-4091630.0,81.8333,-1299.07,451,500,414.976,1,80,8.74997,167488,414.099,260.017,208,431,13,0.393216,95.524,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
660,-122679.0,-4091630.0,81.8333,-1499.13,460,500,422.004,1,80,8.78932,171002,366.588,263.564,251,287,9,0.43098800000000004,94.948,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
670,-98129.4,-4091630.0,81.8333,-1199.14,462,500,428.32599999999996,1,80,8.80152,174163,380.29699999999997,263.017,156,298,9,0.31451399999999996,95.902,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
680,-155408.0,-4091630.0,81.8333,-1899.08,469,500,435.17800000000005,1,80,8.83254,177589,373.69800000000004,271.482,224,293,9,0.351495,93.962,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
690,-106307.0,-4091630.0,81.8333,-1299.07,474,500,441.26,1,80,8.86107,180630,410.284,279.747,265,299,12,0.45560900000000004,95.82799999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
700,-52026.3,-4091630.0,81.8333,-635.759,448,500,449.064,1,80,8.736989999999999,184532,283.834,284.405,276,305,10,0.445971,96.55,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
710,-49024.2,-4091630.0,81.8333,-599.0740000000001,459,500,455.324,1,80,8.78801,187662,335.01800000000003,287.89599999999996,271,320,12,0.571133,96.80799999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
720,-40843.4,-4091630.0,81.8333,-499.105,452,500,462.586,1,80,8.76454,191293,361.43300000000005,294.025,276,330,6,0.44425,96.60799999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
730,-98125.2,-4091630.0,81.8333,-1199.09,458,500,468.214,1,80,8.779810000000001,194107,292.47900000000004,297.236,281,352,5,0.409655,94.624,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
740,-77966.7,-4091630.0,81.8333,-952.75,458,500,474.45599999999996,1,80,8.78303,197228,341.664,304.585,285,362,8,0.368082,95.706,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
750,-49022.7,-4091630.0,81.8333,-599.055,466,500,480.536,1,80,8.82001,200268,369.348,310.16900000000004,300,330,6,0.319309,97.404,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
760,-81754.9,-4091630.0,81.8333,-999.0419999999999,454,500,486.87199999999996,1,80,8.7623,203436,382.76800000000003,315.168,305,337,6,0.319706,97.2,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
770,-81771.5,-4091630.0,81.8333,-999.2439999999999,459,500,492.958,1,80,8.78781,206479,414.959,319.828,313,346,10,0.376158,96.316,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
780,-114493.0,-4091630.0,81.8333,-1399.1,464,500,500.996,1,80,8.810830000000001,210498,479.074,325.975,319,336,7,0.372725,95.03200000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
790,-49023.4,-4091630.0,81.8333,-599.064,458,500,508.714,1,80,8.77903,214357,450.991,330.64,326,343,6,0.327369,97.022,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
800,-81758.5,-4091630.0,81.8333,-999.086,471,500,515.202,1,80,8.84907,217601,447.191,335.2,327,360,7,0.36477600000000004,95.618,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
810,-122674.0,-4091630.0,81.8333,-1499.07,468,500,521.266,1,80,8.82952,220633,483.625,340.819,336,353,7,0.328237,94.962,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
820,-57274.3,-4091630.0,81.8333,-699.89,464,500,527.9540000000001,1,80,8.80952,223977,482.244,345.70300000000003,336,364,10,0.400859,96.514,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
830,-49024.4,-4091630.0,81.8333,-599.076,463,500,534.276,1,80,8.79981,227138,474.084,350.21,341,373,7,0.328237,96.626,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
840,-81757.7,-4091630.0,81.8333,-999.075,468,500,539.688,1,80,8.82952,229844,515.307,355.17199999999997,341,396,7,0.280148,96.104,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
850,-106308.0,-4091630.0,81.8333,-1299.08,452,500,546.482,1,80,8.759030000000001,233241,553.576,359.401,345,376,8,0.325797,95.44200000000001,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
860,-57248.2,-4091630.0,81.8333,-699.57,449,500,552.276,1,80,8.74348,236138,566.092,365.31800000000004,351,377,12,0.522626,96.726,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
870,-3260730.0,-1601760000.0,81.8333,-39845.9,456,500,560.874,1,80,8.7663,240437,571.436,370.207,365,387,11,0.42139499999999996,96.404,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
880,-114490.0,-4091630.0,81.8333,-1399.06,454,500,569.84,1,80,8.76552,244920,568.137,375.069,367,396,12,0.480833,95.53399999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
890,-12904000.0,-6407030000.0,81.8333,-157686.0,452,500,577.9680000000001,1,80,8.74952,248984,536.617,380.13699999999994,347,623,8,0.30696,95.90799999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
900,-92946.1,-4091630.0,81.8333,-1135.8,451,500,584.164,1,80,8.75352,252082,571.005,384.954,376,410,9,0.329797,95.60799999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
910,-24472.2,-4091630.0,81.8333,-299.05,462,500,590.65,1,80,8.80552,255325,574.578,387.901,377,426,9,0.49191899999999994,98.302,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
920,-73577.2,-4091630.0,81.8333,-899.1110000000001,453,500,598.214,1,80,8.76801,259107,522.884,391.575,380,407,7,0.353902,95.382,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
930,-24479.0,-4091630.0,81.8333,-299.133,465,500,603.856,1,80,8.81458,261928,529.962,397.037,387,431,9,0.279487,97.21799999999999,0,100, -nan,0,0, -nan,0,0,500,500,58,resource,-1
