update, mean_fitness, min_fitness, max_fitness, inferiority, num_genotypes, total_orgs, ave_depth, num_roots, mrca_depth, diversity, phylogenetic_diversity, mean_pairwise_distance, mean_evolutionary_distinctiveness, min_evolutionary_distinctiveness, max_evolutionary_distinctiveness, phenotypic_richness, phenotypic_entropy, niche_width_mean, niche_width_min, niche_width_max, always_used_mean, always_used_min, always_used_max, sometimes_used_mean, sometimes_used_min, sometimes_used_max, failed_to_reproduce, num_orgs,seed,selection,sel_param
340,0.01,0.01,0.01,1,500,500,340.73400000000004,1,0,8.96658,170367,444.89,166.55700000000002,154,218,473,8.74085, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
350,0.01,0.01,0.01,1,500,500,350.708,1,0,8.96658,175354,432.284,172.793,159,215,458,8.60904, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
360,0.01,0.01,0.01,1,500,500,360.666,1,0,8.96658,180333,437.711,177.887,171,225,461,8.63226, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
370,0.01,0.01,0.01,1,500,500,370.776,1,0,8.96658,185388,405.73800000000006,182.472,176,209,474,8.77656, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
380,0.01,0.01,0.01,1,500,500,380.81199999999995,1,0,8.96658,190406,370.73800000000006,187.642,164,380,455,8.51282, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
390,0.01,0.01,0.01,1,500,500,390.75,1,0,8.96658,195375,415.158,191.125,129,215,435,8.274560000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
400,0.01,0.01,0.01,1,500,500,400.73,1,0,8.96658,200365,428.036,196.13,170,228,454,8.52218, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
410,0.01,0.01,0.01,1,500,500,410.736,1,0,8.96658,205368,431.76300000000003,202.255,199,218,405,7.876639999999999, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
420,0.01,0.01,0.01,1,500,500,420.712,1,168,8.96658,126356,408.227,206.537,177,420,455,8.50324, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
430,0.01,0.01,0.01,1,500,500,430.68,1,168,8.96658,131340,404.13300000000004,128.269,117,145,466,8.66532, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
440,0.01,0.01,0.01,1,500,500,440.71,1,168,8.96658,136355,407.64099999999996,134.219,126,173,469,8.75613, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
450,0.01,0.01,0.01,1,500,500,450.786,1,168,8.96658,141393,408.375,138.291,102,163,456,8.57204, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
460,0.01,0.01,0.01,1,500,500,460.778,1,168,8.96658,146389,446.545,143.681,136,162,434,8.30102, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
470,0.01,0.01,0.01,1,500,500,470.77,1,168,8.96658,151385,460.233,148.121,127,194,449,8.4688, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
480,0.01,0.01,0.01,1,500,500,480.81800000000004,1,168,8.96658,156409,462.43300000000005,153.957,138,174,450,8.47838, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
490,0.01,0.01,0.01,1,500,500,490.792,1,168,8.96658,161396,476.25699999999995,158.957,153,181,454,8.5568, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
500,0.01,0.01,0.01,1,500,500,500.764,1,168,8.96658,166382,484.486,163.87400000000002,156,203,444,8.41358, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
510,0.01,0.01,0.01,1,500,500,510.69800000000004,1,168,8.96658,171349,514.239,169.02700000000002,164,189,466,8.68563, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
520,0.01,0.01,0.01,1,500,500,520.76,1,168,8.96658,176380,520.49,174.24200000000002,168,222,463,8.60962, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
530,0.01,0.01,0.01,1,500,500,530.7719999999999,1,168,8.96658,181386,510.959,178.438,140,305,454,8.57072, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
540,0.01,0.01,0.01,1,500,500,540.794,1,168,8.96658,186397,494.655,183.956,176,248,452,8.52033, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
550,0.01,0.01,0.01,1,500,500,550.774,1,168,8.96658,191387,525.443,188.57,165,258,455,8.55082, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
560,0.01,0.01,0.01,1,500,500,560.75,1,168,8.96658,196375,538.877,194.53099999999998,190,234,450,8.478489999999999, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
570,0.01,0.01,0.01,1,500,500,570.738,1,168,8.96658,201369,546.479,199.054,192,234,460,8.60438, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
580,0.01,0.01,0.01,1,500,500,580.826,1,168,8.96658,206413,545.117,203.84599999999998,199,217,467,8.68143, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
590,0.01,0.01,0.01,1,500,500,590.694,1,168,8.96658,211347,571.3380000000001,209.028,197,252,472,8.76938, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
600,0.01,0.01,0.01,1,500,500,600.482,1,168,8.96658,216241,542.305,213.739,207,231,460,8.62255, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
610,0.01,0.01,0.01,1,500,500,610.544,1,168,8.96658,221272,570.179,218.641,205,252,451,8.47034, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
620,0.01,0.01,0.01,1,500,500,620.5880000000001,1,168,8.96658,226294,599.497,224.16,212,245,433,8.294410000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
630,0.01,0.01,0.01,1,500,500,630.436,1,168,8.96658,231218,597.387,229.175,222,261,428,8.244069999999999, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
640,0.01,0.01,0.01,1,500,500,640.404,1,168,8.96658,236202,604.2769999999999,234.24099999999999,227,252,447,8.47381, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
650,0.01,0.01,0.01,1,500,500,650.442,1,168,8.96658,241221,640.327,239.095,233,253,446,8.56129, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
660,0.01,0.01,0.01,1,500,500,660.36,1,168,8.96658,246180,634.019,244.389,232,292,442,8.42153, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
670,0.01,0.01,0.01,1,500,500,670.298,1,168,8.96658,251149,626.414,249.308,244,263,442,8.46381, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
680,0.01,0.01,0.01,1,500,500,680.428,1,168,8.96658,256214,696.689,254.304,248,271,457,8.58562, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
690,0.01,0.01,0.01,1,500,500,690.5219999999999,1,168,8.96658,261261,703.279,258.283,243,277,445,8.449, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
700,0.01,0.01,0.01,1,500,500,700.416,1,168,8.96658,266208,715.423,262.553,246,284,447,8.462489999999999, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
710,0.01,0.01,0.01,1,500,500,710.3960000000001,1,168,8.96658,271198,716.393,269.735,265,333,437,8.33227, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
720,0.01,0.01,0.01,1,500,500,720.336,1,168,8.96658,276168,686.755,274.543,265,292,450,8.44029, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
730,0.01,0.01,0.01,1,500,500,730.296,1,168,8.96658,281148,710.8480000000001,278.98400000000004,268,323,445,8.37513, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
740,0.01,0.01,0.01,1,500,500,740.2460000000001,1,168,8.96658,286123,717.9939999999999,284.145,277,312,458,8.61737, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
750,0.01,0.01,0.01,1,500,500,750.166,1,168,8.96658,291083,742.3639999999999,289.494,269,323,445,8.471169999999999, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
760,0.01,0.01,0.01,1,500,500,760.128,1,168,8.96658,296064,736.34,294.551,290,329,459,8.54083, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
770,0.01,0.01,0.01,1,500,500,770.1360000000001,1,168,8.96658,301068,725.2439999999999,299.187,294,343,442,8.36358, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
780,0.01,0.01,0.01,1,500,500,780.1339999999999,1,168,8.96658,306067,760.18,299.253,227,324,443,8.36293, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
790,0.01,0.01,0.01,1,500,500,790.36,1,168,8.96658,311180,831.9060000000001,303.533,229,334,454,8.54951, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
800,0.01,0.01,0.01,1,500,500,800.3,1,168,8.96658,316150,821.6,314.003,297,330,467,8.667810000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
810,0.01,0.01,0.01,1,500,500,810.2280000000001,1,168,8.96658,321114,805.62,319.237,310,353,439,8.31316, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
820,0.01,0.01,0.01,1,500,500,820.1239999999999,1,168,8.96658,326062,837.289,324.473,319,341,425,8.09557, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
830,0.01,0.01,0.01,1,500,500,830.1039999999999,1,168,8.96658,331052,833.0160000000001,329.241,322,350,432,8.14423, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
840,0.01,0.01,0.01,1,500,500,839.9119999999999,1,168,8.96658,335956,765.812,334.26800000000003,313,405,412,7.894880000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
850,0.01,0.01,0.01,1,500,500,849.8439999999999,1,168,8.96658,340922,753.205,338.778,329,353,423,8.08757, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
860,0.01,0.01,0.01,1,500,500,859.824,1,168,8.96658,345912,789.934,344.32,336,469,441,8.31799, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
870,0.01,0.01,0.01,1,500,500,869.698,1,168,8.96658,350849,686.355,349.485,341,388,448,8.46749, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
880,0.01,0.01,0.01,1,500,500,879.74,1,168,8.96658,355870,717.712,354.535,348,373,459,8.56853, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
890,0.01,0.01,0.01,1,500,500,889.704,1,168,8.96658,360852,643.469,359.72,356,386,465,8.66713, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
900,0.01,0.01,0.01,1,500,500,899.674,1,168,8.96658,365837,659.6460000000001,364.48,353,395,448,8.497760000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
910,0.01,0.01,0.01,1,500,500,909.622,1,168,8.96658,370811,694.3580000000001,368.95599999999996,353,463,450,8.52384, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
920,0.01,0.01,0.01,1,500,500,919.628,1,168,8.96658,375814,743.453,374.524,368,421,455,8.54732, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
930,0.01,0.01,0.01,1,500,500,929.58,1,168,8.96658,380790,704.8989999999999,379.088,366,444,459,8.55804, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
940,0.01,0.01,0.01,1,500,500,939.578,1,168,8.96658,385789,749.796,383.671,362,419,463,8.65279, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
950,0.01,0.01,0.01,1,500,500,949.592,1,168,8.96658,390796,852.4169999999999,388.659,347,403,454,8.47985, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
960,0.01,0.01,0.01,1,500,500,959.432,1,168,8.96658,395716,862.68,393.61300000000006,386,426,465,8.62012, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
970,0.01,0.01,0.01,1,500,500,969.342,1,168,8.96658,400671,786.034,398.97,393,476,463,8.6503, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
980,0.01,0.01,0.01,1,500,500,979.454,1,168,8.96658,405727,725.715,403.249,388,420,467,8.667810000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
990,0.01,0.01,0.01,1,500,500,989.382,1,168,8.96658,410691,750.164,408.713,403,496,466,8.62412, -nan,0,0, -nan,0,0, -nan,0,0,500,500,63,tournament,-1
0,0.01,0.01,0.01,1.0,500,500,0.998,1,0,8.96658,499,1.996,0.0,0,0,500,8.96658, -nan,0,0, -nan,0,0, -nan,0,0,1,500,121,sharing,4
10,0.00999439,0.00863963,0.01,0.999439,500,500,10.992,1,0,8.96658,5496,21.7736,4.8999,2,10,463,8.62267, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
20,0.00998631,0.00801414,0.01,0.9986309999999999,500,500,20.996,1,0,8.96658,10498,41.1024,9.45546,4,20,467,8.71117, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
30,0.00997108,0.00683539,0.01,0.997108,500,500,30.994,1,0,8.96658,15497,60.2557,14.1822,10,30,448,8.46068, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
40,0.00997904,0.00826467,0.01,0.9979040000000001,500,500,40.938,1,0,8.96658,20469,78.8102,18.983,10,40,460,8.56712, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
50,0.00999536,0.00883884,0.01,0.9995360000000001,500,500,50.876000000000005,1,0,8.96658,25438,97.6683,23.9209,15,50,460,8.61539, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
60,0.00999979,0.00994621,0.01,0.9999790000000001,500,500,60.88,1,0,8.96658,30440,115.279,28.7307,21,50,453,8.536010000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
70,0.00999996,0.00998872,0.01,0.9999959999999999,500,500,70.782,1,0,8.96658,35391,133.629,33.7948,29,63,449,8.53238, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
80,0.00998113,0.00753697,0.01,0.9981129999999999,500,500,80.836,1,0,8.96658,40418,152.766,38.3073,24,71,459,8.56161, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
90,0.00999622,0.00940429,0.01,0.9996219999999999,500,500,90.81200000000001,1,0,8.96658,45406,169.282,43.8559,39,59,425,8.29446, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
100,0.00998314,0.00806925,0.01,0.9983139999999999,500,500,100.792,1,0,8.96658,50396,185.65900000000002,48.3584,37,69,449,8.52988, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
110,0.01,0.01,0.01,1.0,500,500,110.762,1,0,8.96658,55381,202.748,53.5806,42,79,451,8.47622, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
120,0.00999427,0.00863482,0.01,0.9994270000000001,500,500,120.762,1,0,8.96658,60381,221.75900000000001,58.4254,41,78,430,8.222610000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
130,0.00997336,0.00785037,0.01,0.9973360000000001,500,500,130.714,1,0,8.96658,65357,237.967,61.6276,34,93,416,8.00675, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
140,0.00999866,0.00966476,0.01,0.999866,500,500,140.702,1,0,8.96658,70351,255.12400000000002,66.9479,46,81,427,8.155560000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
150,0.00999332,0.00832928,0.01,0.999332,500,500,150.692,1,0,8.96658,75346,274.519,72.957,66,100,454,8.56006, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
160,0.00997626,0.00706804,0.01,0.997626,500,500,160.838,1,0,8.96658,80419,287.001,77.4755,69,95,451,8.47441, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
170,0.01,0.01,0.01,1.0,500,500,170.834,1,0,8.96658,85417,299.377,83.2072,78,115,431,8.28509, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
180,0.00999344,0.00895965,0.01,0.999344,500,500,180.888,1,0,8.96658,90444,313.122,87.6907,80,180,451,8.50145, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
190,0.00998304,0.00826867,0.01,0.9983040000000001,500,500,190.894,1,0,8.96658,95447,326.343,92.6547,82,150,452,8.47434, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
200,0.00999112,0.00820566,0.01,0.9991120000000001,500,500,200.868,1,0,8.96658,100434,342.994,98.2012,90,112,428,8.172460000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
210,0.01,0.01,0.01,1.0,500,500,210.87599999999998,1,0,8.96658,105438,358.92199999999997,102.917,96,143,445,8.4643, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
220,0.00999984,0.00995899,0.01,0.999984,500,500,220.82,1,0,8.96658,110410,378.36400000000003,107.824,102,123,419,8.021239999999999, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
230,0.00998702,0.00864385,0.01,0.9987020000000001,500,500,230.774,1,0,8.96658,115387,388.93,111.715,81,145,412,8.07777, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
240,0.00999353,0.00874899,0.01,0.999353,500,500,240.63400000000001,1,0,8.96658,120317,394.348,118.425,114,142,398,7.796639999999999, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
250,0.00999119,0.00849399,0.01,0.9991190000000001,500,500,250.55599999999998,1,0,8.96658,125278,419.168,122.663,107,143,397,7.76341, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
260,0.00999492,0.00919184,0.01,0.999492,500,500,260.518,1,0,8.96658,130259,421.38199999999995,128.065,122,179,412,7.99091, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
270,0.01,0.01,0.01,1.0,500,500,270.41,1,0,8.96658,135205,419.01199999999994,132.918,103,160,391,7.6264199999999995, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
280,0.00998414,0.00806432,0.01,0.9984139999999999,500,500,280.35200000000003,1,0,8.96658,140176,409.98800000000006,138.398,131,280,376,7.34532, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
290,0.01,0.01,0.01,1.0,500,500,290.184,1,0,8.96658,145092,419.92,142.859,137,165,402,7.82785, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
300,0.01,0.01,0.01,1.0,500,500,300.12,1,0,8.96658,150060,459.755,148.57299999999998,145,177,416,8.04003, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
310,0.00999072,0.00825744,0.01,0.999072,500,500,310.154,1,0,8.96658,155077,486.87199999999996,153.417,143,187,423,8.180439999999999, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
320,0.00998221,0.00730552,0.01,0.9982209999999999,500,500,320.224,1,0,8.96658,160112,481.796,158.083,154,181,447,8.45285, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
330,0.00999848,0.00976954,0.01,0.999848,500,500,330.256,1,0,8.96658,165128,500.772,162.577,137,199,436,8.34356, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
340,0.0099992,0.009798200000000002,0.01,0.99992,500,500,340.2,1,0,8.96658,170100,523.0,167.27,141,179,434,8.26281, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
350,0.00997977,0.008522799999999999,0.01,0.997977,500,500,350.102,1,0,8.96658,175051,509.205,172.12099999999998,167,186,404,7.7857199999999995, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
360,0.00998976,0.0090098,0.01,0.998976,500,500,360.14,1,0,8.96658,180070,527.798,177.02200000000002,162,191,411,7.95522, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
370,0.01,0.01,0.01,1.0,500,500,370.162,1,0,8.96658,185081,559.919,182.43200000000002,162,193,403,7.754980000000001, -nan,0,0, -nan,0,0, -nan,0,0,500,500,121,sharing,4
